id,reward,distance_to_goal,episode_distance,success,spl,steps
7,-0.749999463558197,1.1812313795089722,1.1812313795089722,0.0,0.0,149
4,-1.2504748106002808,2.657635450363159,2.1571600437164307,0.0,0.0,149
2,-1.753661036491394,3.383570909500122,2.3799092769622803,0.0,0.0,149
9,-1.4084104299545288,2.9052505493164062,2.2468395233154297,0.0,0.0,149
7,-0.17620344460010529,1.463740348815918,2.03753662109375,0.0,0.0,149
0,-0.749999463558197,1.149278998374939,1.149278998374939,0.0,0.0,149
9,-0.749999463558197,1.2849332094192505,1.2849332094192505,0.0,0.0,149
1,-0.3832935094833374,1.3566675186157227,1.7233738899230957,0.0,0.0,149
4,-1.0642842054367065,5.46283483505249,5.148550033569336,0.0,0.0,149
9,-1.4196568727493286,4.004599571228027,3.334942102432251,0.0,0.0,149
6,0.06012038514018059,2.6264052391052246,3.436525821685791,0.0,0.0,149
4,-0.2252872884273529,2.5847413539886475,3.1094541549682617,0.0,0.0,149
8,-0.9984655380249023,2.7195348739624023,2.471068859100342,0.0,0.0,149
9,-0.678406834602356,1.6184251308441162,1.6900179386138916,0.0,0.0,149
7,-0.8576518297195435,2.2046356201171875,2.0969831943511963,0.0,0.0,149
0,-0.6851431727409363,1.9517135620117188,2.0165698528289795,0.0,0.0,149
0,-0.4908086061477661,4.964968681335449,5.2241597175598145,0.0,0.0,149
6,-0.749999463558197,3.5335805416107178,3.5335805416107178,0.0,0.0,149
3,-0.9786948561668396,3.999340057373047,3.7706446647644043,0.0,0.0,149
7,-0.749999463558197,3.3167476654052734,3.3167476654052734,0.0,0.0,149
1,-0.21348418295383453,3.077855348587036,3.6143710613250732,0.0,0.0,149
8,-0.7377803325653076,1.731363296508789,1.7435823678970337,0.0,0.0,149
2,-0.518524169921875,5.697296142578125,5.928771495819092,0.0,0.0,149
3,-1.134931206703186,2.6347062587738037,2.24977445602417,0.0,0.0,149
8,-1.5190290212631226,6.112668037414551,5.3436384201049805,0.0,0.0,149
7,-0.749999463558197,3.8571865558624268,3.8571865558624268,0.0,0.0,149
4,-1.6735481023788452,5.297212600708008,4.373663902282715,0.0,0.0,149
3,-1.1244988441467285,6.607779502868652,6.233280181884766,0.0,0.0,149
6,-1.77694833278656,5.77181339263916,4.744864463806152,0.0,0.0,149
4,-0.9343146681785583,2.9598331451416016,2.7755179405212402,0.0,0.0,149
0,-0.749999463558197,5.983661651611328,5.983661651611328,0.0,0.0,149
5,-0.2966596484184265,2.145848274230957,2.5991883277893066,0.0,0.0,149
5,-0.10973931849002838,4.930994987487793,5.571255683898926,0.0,0.0,149
0,-0.2876870036125183,3.872349262237549,4.334661960601807,0.0,0.0,149
7,-0.8295513987541199,4.622039794921875,4.542488098144531,0.0,0.0,149
6,-0.7307037711143494,7.4695940017700195,7.488889694213867,0.0,0.0,149
9,-0.6516881585121155,7.221931457519531,7.320242881774902,0.0,0.0,149
0,-0.18934839963912964,2.299621105194092,2.8602728843688965,0.0,0.0,149
3,-0.8769043684005737,6.553961753845215,6.427056789398193,0.0,0.0,149
9,-1.3240529298782349,3.3565244674682617,2.782470941543579,0.0,0.0,149
9,-0.749999463558197,5.788633823394775,5.788633823394775,0.0,0.0,149
2,-1.1356124877929688,5.070220947265625,4.684607982635498,0.0,0.0,149
0,-0.5509461760520935,5.68088436126709,5.879937648773193,0.0,0.0,149
0,-0.749999463558197,7.751304626464844,7.751304626464844,0.0,0.0,149
0,-0.749999463558197,7.774865627288818,7.774865627288818,0.0,0.0,149
7,-1.4108937978744507,3.660710573196411,2.9998161792755127,0.0,0.0,149
8,0.19323916733264923,6.114249229431152,7.057487964630127,0.0,0.0,149
8,-0.34645548462867737,2.461989164352417,2.8655335903167725,0.0,0.0,149
6,-1.2377103567123413,6.422475337982178,5.934764385223389,0.0,0.0,149
8,-0.0292140394449234,5.0368781089782715,5.757664203643799,0.0,0.0,149
8,-0.749999463558197,6.474391937255859,6.474391937255859,0.0,0.0,149
1,-0.5339057445526123,8.214858055114746,8.430952072143555,0.0,0.0,149
4,-0.46033579111099243,7.6188578605651855,7.90852165222168,0.0,0.0,149
3,-0.7989531755447388,3.0742783546447754,3.025324583053589,0.0,0.0,149
1,-0.5873533487319946,7.251371383666992,7.414017677307129,0.0,0.0,149
7,0.03660428524017334,2.4044148921966553,3.191019296646118,0.0,0.0,149
3,-0.5814022421836853,6.5089874267578125,6.677584648132324,0.0,0.0,149
1,-0.749999463558197,5.826450824737549,5.826450824737549,0.0,0.0,149
5,-0.9071601629257202,7.245744228363037,7.088583469390869,0.0,0.0,149
2,-0.5955709218978882,9.814657211303711,9.969085693359375,0.0,0.0,149
2,-1.1518701314926147,8.792337417602539,8.390466690063477,0.0,0.0,149
2,0.05449720472097397,3.38077974319458,4.185276985168457,0.0,0.0,149
4,-1.2209662199020386,8.183534622192383,7.7125678062438965,0.0,0.0,149
4,-1.2409411668777466,3.6911418437957764,3.200200080871582,0.0,0.0,149
1,-0.32013624906539917,6.452167987823486,6.882031440734863,0.0,0.0,149
3,-1.1514891386032104,8.168499946594238,7.76701021194458,0.0,0.0,149
9,-0.749999463558197,7.8843207359313965,7.8843207359313965,0.0,0.0,149
5,-0.749999463558197,12.079981803894043,12.079981803894043,0.0,0.0,149
3,-0.3166263699531555,9.506253242492676,9.939626693725586,0.0,0.0,149
6,-0.749999463558197,4.450677871704102,4.450677871704102,0.0,0.0,149
6,-0.9425939917564392,9.174861907958984,8.982267379760742,0.0,0.0,149
6,-1.0975674390792847,3.5808305740356445,3.233262538909912,0.0,0.0,149
2,0.22856387495994568,6.0541887283325195,7.032752513885498,0.0,0.0,149
5,-0.749999463558197,8.326963424682617,8.326963424682617,0.0,0.0,149
1,-0.5652431845664978,8.31630802154541,8.50106430053711,0.0,0.0,149
8,-1.194815993309021,16.71214485168457,16.2673282623291,0.0,0.0,149
5,-0.749999463558197,11.315732955932617,11.315732955932617,0.0,0.0,149
5,-0.21979781985282898,4.078510284423828,4.608712196350098,0.0,0.0,149
5,-0.09041592478752136,9.046064376831055,9.705648422241211,0.0,0.0,149
2,-0.6660223007202148,3.464822769165039,3.548799991607666,0.0,0.0,149
7,-1.5522452592849731,2.680908203125,1.878662347793579,0.0,0.0,149
6,-1.1659692525863647,2.694789409637451,2.2788195610046387,0.0,0.0,149
0,-0.749999463558197,2.445274829864502,2.445274829864502,0.0,0.0,149
9,-0.749999463558197,2.468398094177246,2.468398094177246,0.0,0.0,149
1,-0.749999463558197,2.058400869369507,2.058400869369507,0.0,0.0,149
1,-1.1583975553512573,5.857097148895264,5.448698997497559,0.0,0.0,149
7,-0.749999463558197,1.7448123693466187,1.7448123693466187,0.0,0.0,149
1,-0.749999463558197,2.136503219604492,2.136503219604492,0.0,0.0,149
3,-1.4541794061660767,3.029501438140869,2.3253214359283447,0.0,0.0,149
7,-0.21242409944534302,2.5989773273468018,3.1365530490875244,0.0,0.0,149
8,0.22605665028095245,3.415555477142334,4.3916120529174805,0.0,0.0,149
3,-0.7695621848106384,2.6165831089019775,2.597020387649536,0.0,0.0,149
3,-0.16533693671226501,2.247363567352295,2.832026720046997,0.0,0.0,149
6,-0.749999463558197,1.810711145401001,1.810711145401001,0.0,0.0,149
9,-0.749999463558197,1.8030861616134644,1.8030861616134644,0.0,0.0,149
4,-0.749999463558197,3.003784656524658,3.003784656524658,0.0,0.0,149
9,-0.38392096757888794,2.6805591583251953,3.046637773513794,0.0,0.0,149
0,-0.749999463558197,3.192894697189331,3.192894697189331,0.0,0.0,149
2,0.28667396306991577,3.9418435096740723,4.978517055511475,0.0,0.0,149
7,-0.749999463558197,2.625467538833618,2.625467538833618,0.0,0.0,149
9,-0.44339680671691895,2.7213022708892822,3.027904987335205,0.0,0.0,149
3,-1.3326419591903687,3.2471566200256348,2.6645140647888184,0.0,0.0,149
8,-0.9615494012832642,3.503330945968628,3.291780948638916,0.0,0.0,149
8,-0.8302358984947205,3.653388500213623,3.5731520652770996,0.0,0.0,149
4,-0.1494540572166443,2.4831645488739014,3.0837104320526123,0.0,0.0,149
4,-1.632576823234558,6.383688449859619,5.501111030578613,0.0,0.0,149
9,-0.749999463558197,5.708761692047119,5.708761692047119,0.0,0.0,149
5,-0.749999463558197,3.3123061656951904,3.3123061656951904,0.0,0.0,149
0,-0.749999463558197,3.799384117126465,3.799384117126465,0.0,0.0,149
9,-1.2953970432281494,3.867088556289673,3.3216910362243652,0.0,0.0,149
0,-0.749999463558197,5.209478855133057,5.209478855133057,0.0,0.0,149
2,-0.749999463558197,4.304368495941162,4.304368495941162,0.0,0.0,149
0,-0.749999463558197,3.085702419281006,3.085702419281006,0.0,0.0,149
9,0.18069198727607727,5.103846549987793,6.034538269042969,0.0,0.0,149
6,-0.19058646261692047,5.274325847625732,5.833738803863525,0.0,0.0,149
2,0.1378796100616455,2.431319236755371,3.3191986083984375,0.0,0.0,149
6,-0.749999463558197,4.049783706665039,4.049783706665039,0.0,0.0,149
1,-0.8080028295516968,3.6646666526794434,3.606663227081299,0.0,0.0,149
3,-1.1926378011703491,5.797844886779785,5.355206489562988,0.0,0.0,149
0,0.27623218297958374,3.4515116214752197,4.477743625640869,0.0,0.0,149
7,-0.749999463558197,1.1812313795089722,1.1812313795089722,0.0,0.0,149
4,-1.2504748106002808,2.657635450363159,2.1571600437164307,0.0,0.0,149
2,-1.753661036491394,3.383570909500122,2.3799092769622803,0.0,0.0,149
9,-1.4084104299545288,2.9052505493164062,2.2468395233154297,0.0,0.0,149
7,-0.17620344460010529,1.463740348815918,2.03753662109375,0.0,0.0,149
0,-0.749999463558197,1.149278998374939,1.149278998374939,0.0,0.0,149
9,-0.749999463558197,1.2849332094192505,1.2849332094192505,0.0,0.0,149
1,-0.3832935094833374,1.3566675186157227,1.7233738899230957,0.0,0.0,149
4,-1.0642842054367065,5.46283483505249,5.148550033569336,0.0,0.0,149
9,-1.4196568727493286,4.004599571228027,3.334942102432251,0.0,0.0,149
6,0.06012038514018059,2.6264052391052246,3.436525821685791,0.0,0.0,149
4,-0.2252872884273529,2.5847413539886475,3.1094541549682617,0.0,0.0,149
8,-0.9984655380249023,2.7195348739624023,2.471068859100342,0.0,0.0,149
9,-0.678406834602356,1.6184251308441162,1.6900179386138916,0.0,0.0,149
7,-0.8576518297195435,2.2046356201171875,2.0969831943511963,0.0,0.0,149
0,-0.6851431727409363,1.9517135620117188,2.0165698528289795,0.0,0.0,149
0,-0.4908086061477661,4.964968681335449,5.2241597175598145,0.0,0.0,149
6,-0.749999463558197,3.5335805416107178,3.5335805416107178,0.0,0.0,149
3,-0.9786948561668396,3.999340057373047,3.7706446647644043,0.0,0.0,149
7,-0.749999463558197,3.3167476654052734,3.3167476654052734,0.0,0.0,149
1,-0.21348418295383453,3.077855348587036,3.6143710613250732,0.0,0.0,149
8,-0.7377803325653076,1.731363296508789,1.7435823678970337,0.0,0.0,149
2,-0.518524169921875,5.697296142578125,5.928771495819092,0.0,0.0,149
3,-1.134931206703186,2.6347062587738037,2.24977445602417,0.0,0.0,149
8,-1.5190290212631226,6.112668037414551,5.3436384201049805,0.0,0.0,149
7,-0.749999463558197,3.8571865558624268,3.8571865558624268,0.0,0.0,149
4,-1.6735481023788452,5.297212600708008,4.373663902282715,0.0,0.0,149
3,-1.1244988441467285,6.607779502868652,6.233280181884766,0.0,0.0,149
6,-1.77694833278656,5.77181339263916,4.744864463806152,0.0,0.0,149
4,-0.9343146681785583,2.9598331451416016,2.7755179405212402,0.0,0.0,149
0,-0.749999463558197,5.983661651611328,5.983661651611328,0.0,0.0,149
5,-0.2966596484184265,2.145848274230957,2.5991883277893066,0.0,0.0,149
