noisy hard run 1: coda_hard_p1
##########5K!##########
##########1K!##########
##########500!##########
##########250!##########
##########100!##########
##########5K!##########
new_model_params: 11950583, saved_model_params: 11950592
METRICS:  ['DISTANCE_TO_GOAL', 'SUCCESS', 'SPL', 'COLLISIONS', 'BASE_STATE', 'COLLISIONS', 'SOFT_SPL', 'TOP_DOWN_MAP', 'EPISODE_DISTANCE']
METRIC UUID:  spl
Ep_id:  0 Start_pos:  [-5.627, 0.0, 0.56] [0.0, 0.0, 0.0, -1.0] Goal_pos:  [-0.6269999999999998, 0.0, -3.44]
[0, 0, 0, 3, 0]
[-5.626999855041504, -0.5600000023841858, -0.5235988065090684, 3, 0]
[-5.626999855041504, -0.5600000023841858, -1.047197507135579, 1, 0]
[-5.41049337387085, -0.4350000023841858, -1.047197507135579, 2, 0]
[-5.41049337387085, -0.4350000023841858, -0.5235988065090684, 2, 0]
[-5.41049337387085, -0.4350000023841858, -5.9604644775390605e-08, 1, 0]
[-5.41049337387085, -0.1850000023841858, -5.9604644775390605e-08, 3, 0]
[-5.41049337387085, -0.1850000023841858, -0.5235988373627047, 3, 0]
[-5.41049337387085, -0.1850000023841858, -1.0471976699784933, 3, 0]
[-5.41049337387085, -0.1850000023841858, -1.5707964953822935, 1, 0]
[-5.16049337387085, -0.18500003218650818, -1.5707964953822935, 2, 0]
[-5.16049337387085, -0.18500003218650818, -1.047197773216758, 1, 0]
[-4.943986892700195, -0.060000091791152954, -1.047197773216758, 2, 0]
[-4.943986892700195, -0.060000091791152954, -0.5235990100836976, 2, 0]
[-4.943986892700195, -0.060000091791152954, -2.3841857910156136e-07, 2, 0]
[-4.943986892700195, -0.060000091791152954, 0.5235985186407446, 1, 0]
[-5.068986892700195, 0.15650628507137299, 0.5235985186407446, 3, 0]
[-5.068986892700195, 0.15650628507137299, -2.3841857910156136e-07, 3, 0]
[-5.068986892700195, 0.15650628507137299, -0.5235990676573602, 3, 0]
[-5.068986892700195, 0.15650628507137299, -1.0471978328214147, 3, 0]
[-5.068986892700195, 0.15650628507137299, -1.5707966639696904, 3, 0]
[-5.068986892700195, 0.15650628507137299, -2.094395464154538, 1, 0]
[-4.852480411529541, 0.03150619566440582, -2.094395464154538, 2, 0]
[-4.852480411529541, 0.03150619566440582, -1.5707966639696904, 2, 0]
[-4.852480411529541, 0.03150619566440582, -1.0471979360596768, 1, 0]
[-4.635973930358887, 0.15650610625743866, -1.0471979360596768, 2, 0]
[-4.635973930358887, 0.15650610625743866, -0.5235991828046824, 1, 0]
[-4.510973930358887, 0.3730124235153198, -0.5235991828046824, 3, 0]
[-4.510973930358887, 0.3730124235153198, -1.047198039297933, 3, 0]
[-4.510973930358887, 0.3730124235153198, -1.570796916850761, 3, 0]
[-4.510973930358887, 0.3730124235153198, -2.0943957302357297, 3, 0]
[-4.510973930358887, 0.3730124235153198, -2.6179944536709967, 1, 0]
[-4.385973930358887, 0.15650597214698792, -2.6179944536709967, 2, 0]
[-4.385973930358887, 0.15650597214698792, -2.094395678616585, 2, 0]
[-4.385973930358887, 0.15650597214698792, -1.5707968325570874, 2, 0]
[-4.385973930358887, 0.15650597214698792, -1.047198039297933, 2, 0]
[-4.385973930358887, 0.15650597214698792, -0.5235992403783423, 1, 0]
[-4.260973930358887, 0.3730122447013855, -0.5235992403783423, 2, 0]
[-4.260973930358887, 0.3730122447013855, -4.7683715820311595e-07, 1, 0]
[-4.260973930358887, 0.6230122447013855, -4.7683715820311595e-07, 3, 0]
[-4.260973930358887, 0.6230122447013855, -0.5235992979520013, 3, 0]
[-4.260973930358887, 0.6230122447013855, -1.047198039297933, 1, 0]
[-4.044467449188232, 0.748012125492096, -1.047198039297933, 3, 0]
[-4.044467449188232, 0.748012125492096, -1.570796916850761, 1, 0]
[-3.7944674491882324, 0.7480119466781616, -1.570796916850761, 2, 0]
[-3.7944674491882324, 0.7480119466781616, -1.0471982021408561, 2, 0]
[-3.7944674491882324, 0.7480119466781616, -0.5235994439529873, 1, 0]
[-3.6694672107696533, 0.9645181894302368, -0.5235994439529873, 2, 0]
[-3.6694672107696533, 0.9645181894302368, -6.258487701415811e-07, 1, 0]
[-3.669466972351074, 1.2145181894302368, -6.258487701415811e-07, 3, 0]
[-3.669466972351074, 1.2145181894302368, -0.523599386379327, 1, 0]
[-3.544466733932495, 1.431024432182312, -0.523599386379327, 3, 0]
[-3.544466733932495, 1.431024432182312, -1.0471982021408561, 1, 0]
[-3.327960252761841, 1.5560243129730225, -1.0471982021408561, 2, 0]
[-3.327960252761841, 1.5560243129730225, -0.5235994439529873, 1, 0]
[-3.2029600143432617, 1.7725305557250977, -0.5235994439529873, 2, 0]
[-3.2029600143432617, 1.7725305557250977, -6.258487701415811e-07, 1, 0]
[-3.2029597759246826, 2.0225305557250977, -6.258487701415811e-07, 3, 0]
[-3.2029597759246826, 2.0225305557250977, -0.523599386379327, 3, 0]
[-3.2029597759246826, 2.0225305557250977, -1.0471982021408561, 1, 0]
[-2.9864532947540283, 2.1475303173065186, -1.0471982021408561, 2, 0]
[-2.9864532947540283, 2.1475303173065186, -0.5235994439529873, 2, 0]
[-2.9864532947540283, 2.1475303173065186, -6.258487701415811e-07, 1, 0]
[-2.986453056335449, 2.3975303173065186, -6.258487701415811e-07, 2, 0]
[-2.986453056335449, 2.3975303173065186, 0.5235981999187964, 1, 0]
[-3.111453056335449, 2.614036798477173, 0.5235981999187964, 3, 0]
[-3.111453056335449, 2.614036798477173, -5.960464477538886e-07, 1, 0]
[-3.11145281791687, 2.864036798477173, -5.960464477538886e-07, 3, 0]
[-3.11145281791687, 2.864036798477173, -0.523599386379327, 3, 0]
[-3.11145281791687, 2.864036798477173, -1.0471982021408561, 2, 0]
[-3.11145281791687, 2.864036798477173, -0.5235994439529873, 1, 0]
[-2.986452579498291, 3.080543041229248, -0.5235994439529873, 2, 0]
[-2.986452579498291, 3.080543041229248, -6.258487701415811e-07, 1, 0]
[-2.986452341079712, 3.330543041229248, -6.258487701415811e-07, 1, 0]
[-2.986452102661133, 3.580543041229248, -6.258487701415811e-07, 3, 0]
[-2.986452102661133, 3.580543041229248, -0.523599386379327, 1, 0]
[-2.8614518642425537, 3.7970492839813232, -0.523599386379327, 1, 0]
[-2.7364516258239746, 4.013555526733398, -0.523599386379327, 2, 0]
[-2.7364516258239746, 4.013555526733398, -5.662441253661958e-07, 1, 0]
[-2.7364513874053955, 4.263555526733398, -5.662441253661958e-07, 2, 0]
[-2.7364513874053955, 4.263555526733398, 0.5235982574924644, 1, 0]
[-2.8614513874053955, 4.480062007904053, 0.5235982574924644, 3, 0]
[-2.8614513874053955, 4.480062007904053, -5.364418029785028e-07, 3, 0]
[-2.8614513874053955, 4.480062007904053, -0.523599328805666, 1, 0]
[-2.7364511489868164, 4.696568489074707, -0.523599328805666, 2, 0]
[-2.7364511489868164, 4.696568489074707, -5.662441253661958e-07, 1, 0]
[-2.7364509105682373, 4.946568489074707, -5.662441253661958e-07, 1, 0]
[-2.736450672149658, 5.196568489074707, -5.662441253661958e-07, 2, 0]
[-2.736450672149658, 5.196568489074707, 0.5235982574924644, 1, 0]
[-2.861450672149658, 5.413074970245361, 0.5235982574924644, 3, 0]
[-2.861450672149658, 5.413074970245361, -5.364418029785028e-07, 1, 0]
[-2.861450433731079, 5.663074970245361, -5.364418029785028e-07, 3, 0]
[-2.861450433731079, 5.663074970245361, -0.523599328805666, 3, 0]
[-2.861450433731079, 5.663074970245361, -1.0471982021408561, 3, 0]
[-2.861450433731079, 5.663074970245361, -1.5707970854381508, 3, 0]
[-2.861450433731079, 5.663074970245361, -2.0943958930786293, 3, 0]
[-2.861450433731079, 5.663074970245361, -2.6179946839656774, 1, 0]
[-2.736450672149658, 5.446568489074707, -2.6179946839656774, 3, 0]
[-2.736450672149658, 5.446568489074707, 3.1415918489270886, 1, 0]
[-2.7364509105682373, 5.196568489074707, 3.1415918489270886, 1, 0]
[-2.7364511489868164, 4.946568489074707, 3.1415918489270886, 2, 0]
[-2.7364511489868164, 4.946568489074707, -2.6179946839656774, 2, 0]
[-2.7364511489868164, 4.946568489074707, -2.0943958930786293, 3, 0]
[-2.7364511489868164, 4.946568489074707, -2.6179946839656774, 3, 0]
[-2.7364511489868164, 4.946568489074707, 3.1415918489270886, 3, 0]
[-2.7364511489868164, 4.946568489074707, 2.6179930369158306, 1, 0]
[-2.8614513874053955, 4.730062007904053, 2.6179930369158306, 3, 0]
[-2.8614513874053955, 4.730062007904053, 2.0943942886060065, 1, 0]
